"","lons","lats","max_detect","when_detect","max_detect_scaled","when_detect_scaled","cluster"
"591",310.5,37.5,0.151898734177215,1995,0.575949367088608,0.58,2
"592",311.5,37.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"593",312.5,37.5,0.0632911392405063,1917,0.531645569620253,0.268,1
"594",313.5,37.5,0.0759493670886076,1995,0.537974683544304,0.58,2
"595",314.5,37.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"596",315.5,37.5,0.0759493670886076,1995,0.537974683544304,0.58,2
"597",316.5,37.5,0.0759493670886076,1995,0.537974683544304,0.58,2
"598",317.5,37.5,0.0632911392405063,1917,0.531645569620253,0.268,1
"599",318.5,37.5,0.0506329113924051,1988,0.525316455696203,0.552,2
"600",319.5,37.5,0.0506329113924051,1988,0.525316455696203,0.552,2
"601",320.5,37.5,0.0759493670886076,1992,0.537974683544304,0.568,2
"602",321.5,37.5,-0.113924050632911,2055,0.443037974683544,0.82,3
"603",322.5,37.5,-0.151898734177215,2058,0.424050632911392,0.832,3
"604",323.5,37.5,-0.177215189873418,2058,0.411392405063291,0.832,3
"605",324.5,37.5,-0.291139240506329,2058,0.354430379746835,0.832,3
"606",325.5,37.5,-0.189873417721519,2055,0.40506329113924,0.82,3
"607",326.5,37.5,-0.240506329113924,2055,0.379746835443038,0.82,3
"608",327.5,37.5,-0.265822784810127,2066,0.367088607594937,0.864,3
"609",328.5,37.5,-0.303797468354431,2066,0.348101265822785,0.864,3
"610",329.5,37.5,-0.316455696202532,2066,0.341772151898734,0.864,3
"611",330.5,37.5,-0.329113924050633,2066,0.335443037974683,0.864,3
"612",331.5,37.5,-0.303797468354431,2065,0.348101265822785,0.86,3
"613",332.5,37.5,-0.303797468354431,2057,0.348101265822785,0.828,3
"614",333.5,37.5,-0.303797468354431,2057,0.348101265822785,0.828,3
"615",334.5,37.5,-0.367088607594937,2057,0.316455696202532,0.828,3
"616",335.5,37.5,-0.39240506329114,2055,0.30379746835443,0.82,3
"617",336.5,37.5,-0.164556962025316,2047,0.417721518987342,0.788,3
"618",337.5,37.5,-0.139240506329114,2065,0.430379746835443,0.86,3
"619",338.5,37.5,0.151898734177215,1962,0.575949367088608,0.448,2
"620",339.5,37.5,0.10126582278481,1962,0.550632911392405,0.448,2
"621",340.5,37.5,0.139240506329114,1942,0.569620253164557,0.368,2
"622",341.5,37.5,0.126582278481013,1920,0.563291139240506,0.28,1
"623",342.5,37.5,0.126582278481013,1920,0.563291139240506,0.28,1
"624",343.5,37.5,0.113924050632911,1920,0.556962025316456,0.28,1
"625",344.5,37.5,0.113924050632911,1915,0.556962025316456,0.26,1
"626",345.5,37.5,0.126582278481013,1915,0.563291139240506,0.26,1
"627",346.5,37.5,0.151898734177215,1962,0.575949367088608,0.448,2
"628",347.5,37.5,0.151898734177215,1962,0.575949367088608,0.448,2
"629",348.5,37.5,0.164556962025316,1962,0.582278481012658,0.448,2
"630",349.5,37.5,0.189873417721519,1962,0.59493670886076,0.448,2
"631",350.5,37.5,0.177215189873418,1962,0.588607594936709,0.448,2
